Latitude_deg,Longitude_deg,GPS_altitude_MSL_m,Environmental_altitude_m,Linear_acceleration_X_m_s2,Linear_acceleration_Y_m_s2,Linear_acceleration_Z_m_s2,Gyroscope_X_deg_s,Gyroscope_Y_deg_s,Gyroscope_Z_deg_s,Magnetometer_X_uT,Magnetometer_Y_uT,Magnetometer_Z_uT,Quaternion_I,Quaternion_J,Quaternion_K,Quaternion_Real,Temperature_degC,Pressure_hPa,Humidity_percentRH,Packet_counter,CSID,Cell_percentage_percent,Sensor_validity_bitmask,Linear_acceleration_valid,Gyroscope_valid,Magnetometer_valid,Quaternion_valid,GPS_valid,State_of_charge_valid,Environmental_valid,All_data_fresh,Received_CRC16_decimal,RSSI_dBm,SNR_dB
16:33:37.196 -> 0.0000000,0.0000000,-17.000,263.56,0.00,0.04,0.00,-0.1,0.0,0.1,-27.7,-43.0,-133.7,-0.01727,0.00378,-0.97284,0.23072,27.23,982.0,29.52,377,2,49.0,111,1,1,1,1,0,1,1,0,50927,-71.0,11.8
16:33:47.208 -> 0.0000000,0.0000000,-17.000,263.31,0.00,0.00,0.00,0.0,0.0,0.0,-27.7,-43.8,-135.6,-0.01733,0.00354,-0.97552,0.21912,27.22,982.0,29.54,378,2,49.0,111,1,1,1,1,0,1,1,0,16219,-71.0,11.5
16:33:57.222 -> 0.0000000,0.0000000,-17.000,263.48,-0.01,0.00,-0.01,0.0,0.1,-0.1,-27.3,-43.8,-136.1,-0.01703,0.00427,-0.97552,0.21912,27.22,982.0,29.58,379,2,49.0,111,1,1,1,1,0,1,1,0,34946,-71.0,11.5
16:34:10.235 -> 0.0000000,0.0000000,-17.000,263.47,0.00,0.00,-0.01,0.0,0.0,0.0,-26.9,-42.3,-136.5,-0.01703,0.00427,-0.97552,0.21912,27.21,982.0,29.56,380,2,49.0,111,1,1,1,1,0,1,1,0,14743,-72.0,10.8
16:34:23.251 -> 0.0000000,0.0000000,-17.000,263.69,-0.01,0.04,0.00,0.0,0.0,0.0,-26.9,-43.0,-136.1,-0.01703,0.00427,-0.97552,0.21912,27.21,982.0,29.63,381,2,49.0,111,1,1,1,1,0,1,1,0,1352,-71.0,11.8
16:34:32.278 -> 0.0000000,0.0000000,-17.000,263.85,0.01,0.00,0.00,0.0,0.0,0.0,-28.8,-43.4,-135.6,-0.01666,0.00391,-0.97284,0.23084,27.24,982.0,29.57,382,2,49.0,111,1,1,1,1,0,1,1,0,11113,-71.0,10.0
16:34:42.287 -> 0.0000000,0.0000000,-17.000,263.72,0.00,0.04,0.00,0.0,0.0,0.0,-26.2,-43.0,-134.8,-0.01709,0.00403,-0.97400,0.22590,27.25,982.0,29.57,383,2,49.0,111,1,1,1,1,0,1,1,0,15316,-72.0,10.8
16:34:52.302 -> 0.0000000,0.0000000,-17.000,263.66,0.01,0.04,-0.03,0.0,0.0,0.0,-27.3,-43.4,-135.6,-0.01648,0.00378,-0.97235,0.23286,27.29,982.0,29.49,384,2,49.0,111,1,1,1,1,0,1,1,0,58916,-72.0,10.8
16:35:02.315 -> 0.0000000,0.0000000,-17.000,263.74,0.00,0.04,0.00,0.0,0.0,0.0,-26.9,-43.8,-136.4,-0.01660,0.00385,-0.97235,0.23280,27.31,982.0,29.42,385,2,48.5,111,1,1,1,1,0,1,1,0,35291,-71.0,11.5
16:35:15.327 -> 0.0000000,0.0000000,-17.000,263.82,0.00,0.04,0.00,0.2,0.1,0.0,-28.4,-43.8,-136.1,-0.01660,0.00385,-0.97235,0.23280,27.33,982.0,29.42,386,2,48.5,111,1,1,1,1,0,1,1,0,16415,-72.0,11.0
16:35:28.344 -> 0.0000000,0.0000000,-17.000,263.78,0.00,0.04,0.00,0.0,0.0,0.0,-27.3,-42.6,-135.7,-0.01660,0.00385,-0.97235,0.23280,27.24,982.0,29.53,387,2,48.5,111,1,1,1,1,0,1,1,0,53372,-72.0,11.8
16:35:37.360 -> 0.0000000,0.0000000,-17.000,263.70,-0.01,0.00,0.00,0.0,0.0,0.0,-28.1,-43.4,-135.6,-0.01740,0.00372,-0.97247,0.23243,27.23,982.0,29.58,388,2,48.5,111,1,1,1,1,0,1,1,0,29109,-71.0,11.3
16:35:47.384 -> 0.0000000,0.0000000,-17.000,263.77,-0.04,0.04,0.01,0.0,0.0,0.0,-26.2,-43.8,-134.1,-0.01703,0.00409,-0.97656,0.21455,27.25,982.0,29.55,389,2,48.5,111,1,1,1,1,0,1,1,0,52909,-72.0,11.5
16:35:57.390 -> 0.0000000,0.0000000,-17.000,263.84,0.00,-0.01,-0.04,0.0,0.0,0.0,-27.3,-42.6,-135.3,-0.01703,0.00397,-0.97443,0.22407,27.28,982.0,29.54,390,2,48.5,111,1,1,1,1,0,1,1,0,64817,-71.0,11.3
16:36:07.405 -> 0.0000000,0.0000000,-17.000,263.92,0.00,0.00,-0.04,0.0,0.0,0.0,-27.7,-43.8,-135.6,-0.01727,0.00354,-0.97180,0.23518,27.29,981.9,29.51,391,2,48.0,111,1,1,1,1,0,1,1,0,38723,-71.0,12.5
16:36:17.417 -> 0.0000000,0.0000000,-17.000,263.92,-0.01,0.00,0.00,0.0,0.0,0.0,-27.7,-42.3,-137.3,-0.01703,0.00348,-0.97180,0.23530,27.26,981.9,29.47,392,2,48.0,111,1,1,1,1,0,1,1,0,58937,-72.0,11.3
16:36:26.435 -> 0.0000000,0.0000000,-17.000,264.09,0.00,0.00,0.00,0.0,0.0,0.0,-28.1,-43.0,-135.3,-0.01703,0.00427,-0.97589,0.21766,27.25,981.9,29.54,393,2,48.0,111,1,1,1,1,0,1,1,0,7459,-71.0,11.5
16:36:39.444 -> 0.0000000,0.0000000,-17.000,263.77,-0.01,0.00,0.00,0.0,0.0,0.0,-27.7,-44.1,-134.1,-0.01703,0.00427,-0.97589,0.21766,27.24,982.0,29.57,394,2,48.0,111,1,1,1,1,0,1,1,0,27888,-72.0,11.5
16:36:49.467 -> 0.0000000,0.0000000,-17.000,263.92,0.00,0.00,0.01,0.0,0.0,0.0,-28.1,-44.9,-135.3,-0.01709,0.00397,-0.97302,0.23011,27.26,981.9,29.49,395,2,48.0,111,1,1,1,1,0,1,1,0,44048,-72.0,11.8
16:36:59.497 -> 0.0000000,0.0000000,-17.000,263.78,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-43.4,-135.6,-0.01697,0.00391,-0.97424,0.22480,27.26,982.0,29.52,396,2,47.5,111,1,1,1,1,0,1,1,0,23495,-72.0,11.0
16:37:09.494 -> 0.0000000,0.0000000,-17.000,264.20,0.00,-0.01,0.00,0.0,0.0,0.0,-26.9,-42.6,-136.0,-0.01697,0.00415,-0.97736,0.21100,27.23,981.9,29.56,397,2,47.5,111,1,1,1,1,0,1,1,0,593,-71.0,11.3
16:37:19.508 -> 0.0000000,0.0000000,-17.000,264.08,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-43.0,-135.6,-0.01703,0.00446,-0.97632,0.21564,27.19,981.9,29.61,398,2,47.5,111,1,1,1,1,0,1,1,0,41993,-72.0,11.3
16:37:30.523 -> 0.0000000,0.0000000,-17.000,264.21,0.00,0.04,0.00,-0.1,0.0,-0.1,-27.3,-43.4,-134.8,-0.01715,0.00403,-0.97632,0.21577,27.23,981.9,29.59,399,2,47.5,111,1,1,1,1,0,1,1,0,4845,-72.0,10.8
16:37:39.540 -> 0.0000000,0.0000000,-17.000,263.96,0.00,-0.01,-0.04,0.0,0.0,0.0,-26.9,-43.4,-135.2,-0.01697,0.00391,-0.97375,0.22694,27.21,981.9,29.56,400,2,47.5,111,1,1,1,1,0,1,1,0,8863,-72.0,11.5
16:37:52.550 -> 0.0000000,0.0000000,-17.000,264.10,-0.01,0.04,0.00,0.0,-0.1,0.0,-26.9,-44.5,-136.5,-0.01697,0.00391,-0.97375,0.22694,27.21,981.9,29.65,401,2,47.5,111,1,1,1,1,0,1,1,0,5294,-72.0,11.5
16:38:02.565 -> LoRa PHY CRC error: corrupted packet discarded.
16:38:12.578 -> 0.0000000,0.0000000,-17.000,264.18,0.01,0.04,0.00,0.0,0.0,0.0,-28.1,-43.0,-134.8,-0.01697,0.00378,-0.97430,0.22456,27.22,981.9,29.65,403,2,47.5,111,1,1,1,1,0,1,1,0,5409,-72.0,12.0
16:38:22.592 -> 0.0000000,0.0000000,-17.000,264.33,0.01,0.00,0.00,0.0,0.0,0.0,-27.3,-43.8,-134.8,-0.01672,0.00421,-0.97760,0.20991,27.25,981.9,29.59,404,2,47.5,111,1,1,1,1,0,1,1,0,36231,-72.0,11.0
16:38:32.602 -> 0.0000000,0.0000000,-17.000,264.37,0.01,0.00,0.00,0.0,0.0,0.0,-27.3,-43.8,-134.8,-0.01666,0.00415,-0.97577,0.21821,27.27,981.9,29.51,405,2,47.5,111,1,1,1,1,0,1,1,0,64688,-72.0,10.8
16:38:42.613 -> 0.0000000,0.0000000,-17.000,264.39,0.01,0.00,0.01,0.0,0.0,0.0,-26.9,-43.4,-134.4,-0.01660,0.00421,-0.97571,0.21851,27.21,981.9,29.60,406,2,47.5,111,1,1,1,1,0,1,1,0,53034,-71.0,11.8
16:38:52.633 -> 0.0000000,0.0000000,-17.000,264.28,0.01,0.00,0.00,0.0,-0.1,-0.1,-27.3,-43.8,-134.4,-0.01672,0.00391,-0.97559,0.21882,27.20,981.9,29.61,407,2,47.0,111,1,1,1,1,0,1,1,0,21220,-72.0,11.5
16:39:02.651 -> 0.0000000,0.0000000,-17.000,264.18,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-43.0,-136.8,-0.01660,0.00427,-0.97400,0.22584,27.20,981.9,29.61,408,2,47.0,111,1,1,1,1,0,1,1,0,63980,-71.0,11.0
16:39:11.668 -> 0.0000000,0.0000000,-17.000,264.68,0.00,0.00,-0.04,-0.1,-0.1,0.0,-26.6,-43.4,-135.2,-0.01660,0.00421,-0.97674,0.21369,27.19,981.9,29.65,409,2,47.0,111,1,1,1,1,0,1,1,0,50229,-72.0,11.3
16:39:24.683 -> 0.0000000,0.0000000,-17.000,264.51,0.00,0.00,0.00,0.0,0.0,0.1,-27.3,-44.1,-136.4,-0.01703,0.00403,-0.97418,0.22498,27.19,981.9,29.62,410,2,47.0,111,1,1,1,1,0,1,1,0,65173,-71.0,11.3
16:39:33.700 -> 0.0000000,0.0000000,-17.000,264.31,0.01,0.00,0.00,-0.1,0.1,0.0,-27.3,-43.8,-135.3,-0.01679,0.00372,-0.97223,0.23353,27.19,981.9,29.60,411,2,47.0,111,1,1,1,1,0,1,1,0,24661,-71.0,12.0
16:39:43.715 -> 0.0000000,0.0000000,-17.000,264.50,0.01,0.00,0.00,0.0,0.0,0.0,-27.7,-43.8,-134.1,-0.01648,0.00391,-0.97424,0.22474,27.22,981.9,29.63,412,2,47.0,111,1,1,1,1,0,1,1,0,39008,-72.0,10.8
16:39:53.726 -> 0.0000000,0.0000000,-17.000,264.35,0.01,0.00,0.00,0.0,0.0,0.0,-28.1,-43.0,-136.4,-0.01666,0.00403,-0.97314,0.22968,27.21,981.9,29.61,413,2,46.5,111,1,1,1,1,0,1,1,0,23241,-71.0,10.3
16:40:04.738 -> 0.0000000,0.0000000,-17.000,264.47,0.01,0.00,0.00,0.0,0.0,0.0,-27.3,-44.1,-136.0,-0.01679,0.00397,-0.97314,0.22962,27.19,981.9,29.60,414,2,46.5,111,1,1,1,1,0,1,1,0,44583,-71.0,11.0
16:40:14.751 -> 0.0000000,0.0000000,-17.000,264.59,0.00,0.00,0.00,0.0,0.0,0.0,-27.7,-43.4,-136.0,-0.01685,0.00397,-0.97296,0.23035,27.17,981.9,29.65,415,2,46.5,111,1,1,1,1,0,1,1,0,51675,-72.0,10.3
16:40:27.762 -> 0.0000000,0.0000000,-17.000,264.77,-0.04,-0.01,0.00,0.0,0.0,0.0,-26.6,-44.5,-136.1,-0.01685,0.00397,-0.97296,0.23035,27.21,981.8,29.56,416,2,46.5,111,1,1,1,1,0,1,1,0,30907,-71.0,10.5
16:40:40.776 -> 0.0000000,0.0000000,-17.000,264.82,0.01,0.04,0.00,0.0,0.0,0.0,-27.3,-43.8,-135.3,-0.01685,0.00397,-0.97296,0.23035,27.29,981.8,29.50,417,2,46.5,111,1,1,1,1,0,1,1,0,534,-71.0,10.5
16:40:49.795 -> 0.0000000,0.0000000,-17.000,264.78,0.00,0.04,0.00,0.0,0.0,0.0,-26.6,-42.6,-135.6,-0.01703,0.00378,-0.97137,0.23682,27.27,981.8,29.56,418,2,46.5,111,1,1,1,1,0,1,1,0,39754,-71.0,11.3
16:40:59.808 -> 0.0000000,0.0000000,-17.000,264.87,0.00,0.04,-0.03,0.2,-0.1,0.0,-27.3,-42.3,-134.8,-0.01685,0.00391,-0.97540,0.21961,27.21,981.8,29.65,419,2,46.0,111,1,1,1,1,0,1,1,0,59300,-72.0,10.8
16:41:12.823 -> 0.0000000,0.0000000,-17.000,265.07,0.00,-0.01,0.00,0.0,-0.1,-0.1,-26.6,-43.4,-135.7,-0.01685,0.00391,-0.97540,0.21961,27.22,981.8,29.61,420,2,46.0,111,1,1,1,1,0,1,1,0,26864,-71.0,10.3
16:41:22.836 -> 0.0000000,0.0000000,-17.000,264.81,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-43.0,-136.4,-0.01709,0.00409,-0.97632,0.21570,27.21,981.8,29.60,421,2,46.0,111,1,1,1,1,0,1,1,0,14506,-72.0,10.0
16:41:31.853 -> 0.0000000,0.0000000,-17.000,265.19,-0.04,0.00,-0.04,0.0,0.0,0.0,-26.2,-42.6,-136.4,-0.01691,0.00409,-0.97375,0.22681,27.17,981.8,29.63,422,2,46.0,111,1,1,1,1,0,1,1,0,12096,-72.0,10.5
16:41:44.876 -> 0.0000000,0.0000000,-17.000,265.13,0.00,0.04,0.00,0.0,0.0,0.0,-27.7,-43.0,-136.0,-0.01691,0.00409,-0.97375,0.22681,27.14,981.8,29.67,423,2,46.0,111,1,1,1,1,0,1,1,0,13039,-71.0,11.0
16:41:54.881 -> 0.0000000,0.0000000,-17.000,265.20,0.00,0.04,0.00,0.0,0.0,0.0,-26.6,-42.6,-135.6,-0.01703,0.00385,-0.97272,0.23139,27.17,981.8,29.67,424,2,45.5,111,1,1,1,1,0,1,1,0,59166,-72.0,10.3
16:42:04.892 -> 0.0000000,0.0000000,-17.000,265.18,0.01,0.03,0.00,0.0,0.0,0.0,-27.3,-43.8,-134.8,-0.01697,0.00403,-0.97522,0.22047,27.16,981.8,29.72,425,2,45.5,111,1,1,1,1,0,1,1,0,57277,-72.0,11.5
16:42:14.902 -> 0.0000000,0.0000000,-17.000,265.33,0.02,0.00,0.00,0.0,0.0,0.0,-26.6,-43.0,-134.8,-0.01660,0.00385,-0.97357,0.22773,27.16,981.8,29.71,426,2,45.5,111,1,1,1,1,0,1,1,0,12319,-72.0,10.5
16:42:24.917 -> 0.0000000,0.0000000,-17.000,265.60,0.00,0.00,0.00,0.0,0.0,0.0,-26.6,-43.4,-136.4,-0.01697,0.00397,-0.97510,0.22108,27.21,981.8,29.63,427,2,45.5,111,1,1,1,1,0,1,1,0,21794,-72.0,12.0
16:42:34.927 -> 0.0000000,0.0000000,-17.000,265.35,0.00,0.00,0.01,0.0,0.0,0.0,-26.9,-44.1,-135.6,-0.01709,0.00446,-0.97650,0.21473,27.18,981.8,29.66,428,2,45.5,111,1,1,1,1,0,1,1,0,44864,-72.0,13.5
16:42:44.941 -> 0.0000000,0.0000000,-17.000,265.42,0.00,0.00,0.00,0.0,0.0,0.0,-28.1,-43.8,-135.2,-0.01691,0.00433,-0.97656,0.21461,27.14,981.8,29.72,429,2,45.5,111,1,1,1,1,0,1,1,0,16297,-72.0,12.5
16:42:54.966 -> 0.0000000,0.0000000,-17.000,265.45,-0.01,-0.01,0.00,0.0,0.0,0.0,-28.1,-43.4,-135.6,-0.01703,0.00409,-0.97436,0.22443,27.12,981.8,29.74,430,2,45.5,111,1,1,1,1,0,1,1,0,2098,-72.0,13.0
16:43:04.971 -> 0.0000000,0.0000000,-17.000,265.57,0.00,0.04,0.01,0.0,0.0,0.0,-26.6,-43.0,-136.8,-0.01703,0.00391,-0.97400,0.22578,27.16,981.8,29.71,431,2,45.5,111,1,1,1,1,0,1,1,0,61749,-71.0,9.8
16:43:15.005 -> 0.0000000,0.0000000,-17.000,265.57,0.00,0.04,0.00,0.0,0.0,0.0,-28.8,-42.6,-136.0,-0.01703,0.00391,-0.97406,0.22571,27.19,981.8,29.65,432,2,45.5,111,1,1,1,1,0,1,1,0,22654,-71.0,9.5
16:43:25.005 -> 0.0000000,0.0000000,-17.000,265.78,-0.04,-0.01,0.00,0.0,0.0,0.0,-26.2,-44.5,-136.4,-0.01685,0.00433,-0.97778,0.20893,27.21,981.7,29.61,433,2,45.5,111,1,1,1,1,0,1,1,0,9349,-71.0,10.5
16:43:35.014 -> 0.0000000,0.0000000,-17.000,265.72,0.02,0.04,0.00,0.0,0.0,0.0,-26.9,-43.0,-136.0,-0.01672,0.00366,-0.97070,0.23957,27.21,981.7,29.59,434,2,45.5,111,1,1,1,1,0,1,1,0,8841,-71.0,8.8
16:43:45.030 -> 0.0000000,0.0000000,-17.000,265.71,-0.02,0.00,-0.04,0.0,0.0,0.0,-28.1,-42.3,-134.4,-0.01679,0.00403,-0.97302,0.22999,27.21,981.7,29.64,435,2,45.5,111,1,1,1,1,0,1,1,0,14057,-72.0,10.5
16:43:58.044 -> 0.0000000,0.0000000,-17.000,265.81,-0.01,0.00,0.00,0.0,0.0,0.0,-27.3,-43.8,-136.5,-0.01679,0.00403,-0.97302,0.22999,27.27,981.7,29.56,436,2,45.0,111,1,1,1,1,0,1,1,0,55802,-72.0,9.8
16:44:07.059 -> 0.0000000,0.0000000,-17.000,266.10,-0.04,0.00,0.00,0.0,0.0,0.1,-27.3,-42.3,-136.0,-0.01697,0.00397,-0.97327,0.22889,27.27,981.7,29.51,437,2,45.0,111,1,1,1,1,0,1,1,0,49014,-71.0,9.8
16:44:16.073 -> 0.0000000,0.0000000,-17.000,265.86,0.02,0.04,0.00,0.0,0.0,0.0,-26.9,-43.4,-135.6,-0.01672,0.00397,-0.97467,0.22297,27.24,981.7,29.58,438,2,45.0,111,1,1,1,1,0,1,1,0,33936,-72.0,10.0
16:44:26.087 -> 0.0000000,0.0000000,-17.000,265.99,-0.04,0.04,0.00,0.0,0.0,0.0,-27.3,-43.0,-134.9,-0.01727,0.00378,-0.97394,0.22620,27.19,981.7,29.65,439,2,45.0,111,1,1,1,1,0,1,1,0,3700,-72.0,10.5
16:44:36.100 -> 0.0000000,0.0000000,-17.000,266.00,0.00,0.00,-0.04,0.0,0.0,0.0,-27.7,-43.4,-135.6,-0.01703,0.00385,-0.97394,0.22620,27.23,981.7,29.64,440,2,45.0,111,1,1,1,1,0,1,1,0,48703,-71.0,10.0
16:44:46.114 -> 0.0000000,0.0000000,-17.000,266.23,0.00,-0.01,0.00,-0.2,-0.1,0.1,-26.9,-43.8,-136.0,-0.01685,0.00366,-0.97308,0.22987,27.27,981.7,29.55,441,2,45.0,111,1,1,1,1,0,1,1,0,49866,-71.0,10.5
16:44:56.128 -> 0.0000000,0.0000000,-17.000,266.19,0.02,0.04,0.00,0.0,0.0,0.0,-28.1,-43.4,-134.4,-0.01679,0.00446,-0.97620,0.21619,27.24,981.7,29.54,442,2,44.5,111,1,1,1,1,0,1,1,0,29080,-71.0,10.5
16:45:09.141 -> 0.0000000,0.0000000,-17.000,266.05,-0.03,-0.01,0.00,0.0,0.0,0.0,-26.2,-43.0,-135.7,-0.01679,0.00446,-0.97620,0.21619,27.24,981.7,29.62,443,2,44.5,111,1,1,1,1,0,1,1,0,18896,-72.0,10.3
16:45:19.153 -> 0.0000000,0.0000000,-17.000,266.20,-0.03,0.04,0.00,0.0,0.0,0.0,-27.3,-43.4,-135.3,-0.01672,0.00403,-0.97546,0.21943,27.26,981.7,29.57,444,2,44.5,111,1,1,1,1,0,1,1,0,4693,-72.0,10.3
16:45:28.170 -> 0.0000000,0.0000000,-17.000,266.21,0.01,-0.01,0.00,-0.2,-0.1,0.0,-26.9,-42.3,-134.4,-0.01679,0.00391,-0.97504,0.22150,27.25,981.7,29.53,445,2,44.5,111,1,1,1,1,0,1,1,0,17827,-72.0,10.5
16:45:41.184 -> 0.0000000,0.0000000,-17.000,266.19,0.01,0.00,0.00,0.0,0.0,0.0,-26.9,-43.4,-136.9,-0.01679,0.00391,-0.97504,0.22150,27.26,981.7,29.55,446,2,44.5,111,1,1,1,1,0,1,1,0,11460,-71.0,10.5
16:45:54.201 -> 0.0000000,0.0000000,-17.000,266.36,0.01,0.00,0.00,0.0,0.0,0.0,-27.3,-43.8,-134.9,-0.01679,0.00391,-0.97504,0.22150,27.25,981.7,29.54,447,2,44.0,111,1,1,1,1,0,1,1,0,9911,-71.0,10.3
16:46:04.215 -> 0.0000000,0.0000000,-17.000,266.37,0.01,-0.01,0.00,0.0,0.0,0.0,-26.9,-42.6,-136.1,-0.01679,0.00378,-0.97143,0.23682,27.25,981.7,29.55,448,2,44.0,111,1,1,1,1,0,1,1,0,3726,-71.0,10.8
16:46:14.263 -> 0.0000000,0.0000000,-17.000,266.30,0.00,0.00,0.00,0.0,0.0,0.0,-27.7,-42.6,-134.1,-0.01697,0.00391,-0.97308,0.22968,27.27,981.7,29.52,449,2,44.0,111,1,1,1,1,0,1,1,0,41832,-72.0,10.5
16:46:24.245 -> 0.0000000,0.0000000,-17.000,266.42,0.01,0.00,0.00,0.0,0.0,0.0,-28.1,-43.0,-136.0,-0.01697,0.00391,-0.97308,0.22968,27.26,981.7,29.52,450,2,44.0,111,1,1,1,1,0,1,1,0,58420,-71.0,12.8
16:46:35.257 -> 0.0000000,0.0000000,-17.000,266.32,0.01,0.03,0.00,0.0,0.0,0.0,-28.1,-43.4,-136.1,-0.01666,0.00403,-0.97412,0.22541,27.28,981.7,29.51,451,2,44.0,111,1,1,1,1,0,1,1,0,16231,-71.0,11.3
16:46:45.270 -> 0.0000000,0.0000000,-17.000,266.75,-0.03,-0.01,0.00,0.0,0.0,0.0,-27.7,-43.0,-135.3,-0.01679,0.00409,-0.97412,0.22541,27.27,981.6,29.51,452,2,44.0,111,1,1,1,1,0,1,1,0,13632,-72.0,11.8
16:46:55.287 -> 0.0000000,0.0000000,-17.000,266.71,0.00,0.00,0.00,0.0,0.0,0.0,-28.4,-43.0,-134.9,-0.01709,0.00397,-0.97424,0.22480,27.28,981.6,29.51,453,2,43.5,111,1,1,1,1,0,1,1,0,18264,-72.0,10.3
16:47:08.315 -> 0.0000000,0.0000000,-17.000,266.86,0.01,0.00,0.00,-0.1,0.0,0.0,-28.4,-43.0,-136.5,-0.01709,0.00397,-0.97424,0.22480,27.25,981.6,29.54,454,2,43.5,111,1,1,1,1,0,1,1,0,21797,-71.0,11.0
16:47:17.314 -> 0.0000000,0.0000000,-17.000,266.90,0.01,0.00,0.00,0.0,0.0,0.0,-28.1,-43.4,-135.6,-0.01666,0.00403,-0.97205,0.23408,27.23,981.6,29.59,455,2,43.5,111,1,1,1,1,0,1,1,0,19665,-71.0,10.3
16:47:27.326 -> 0.0000000,0.0000000,-17.000,266.89,0.01,0.01,-0.04,0.0,0.0,0.0,-27.3,-43.8,-135.6,-0.01648,0.00439,-0.97546,0.21943,27.23,981.6,29.64,456,2,43.5,111,1,1,1,1,0,1,1,0,8306,-71.0,10.5
16:47:37.337 -> 0.0000000,0.0000000,-17.000,266.84,0.01,0.00,0.00,-0.1,-0.3,0.0,-28.1,-44.9,-134.4,-0.01697,0.00391,-0.97577,0.21815,27.23,981.6,29.60,457,2,43.5,111,1,1,1,1,0,1,1,0,8366,-71.0,10.3
16:47:47.349 -> 0.0000000,0.0000000,-17.000,266.66,0.00,0.00,0.00,0.0,0.0,0.0,-28.1,-43.0,-134.4,-0.01727,0.00433,-0.97504,0.22138,27.21,981.6,29.63,458,2,43.0,111,1,1,1,1,0,1,1,0,29200,-71.0,10.0
16:47:57.365 -> 0.0000000,0.0000000,-17.000,266.61,0.01,0.00,0.00,0.0,0.0,0.0,-28.1,-43.4,-134.4,-0.01672,0.00385,-0.97485,0.22224,27.17,981.6,29.65,459,2,43.0,111,1,1,1,1,0,1,1,0,40076,-70.0,10.5
16:48:07.375 -> 0.0000000,0.0000000,-17.000,266.67,-0.01,0.00,0.01,0.0,0.0,0.0,-28.4,-43.8,-135.9,-0.01679,0.00385,-0.97485,0.22224,27.15,981.6,29.72,460,2,43.0,111,1,1,1,1,0,1,1,0,15103,-71.0,10.5
16:48:18.389 -> 0.0000000,0.0000000,-17.000,266.93,0.01,0.00,0.00,0.0,0.0,0.0,-26.9,-42.3,-135.6,-0.01660,0.00409,-0.97583,0.21790,27.17,981.6,29.71,461,2,43.0,111,1,1,1,1,0,1,1,0,1514,-71.0,10.0
16:48:27.404 -> 0.0000000,0.0000000,-17.000,266.75,0.00,0.00,-0.04,0.0,0.0,0.0,-27.3,-43.0,-134.0,-0.01691,0.00403,-0.97266,0.23170,27.20,981.6,29.66,462,2,43.0,111,1,1,1,1,0,1,1,0,49889,-71.0,10.0
16:48:37.421 -> 0.0000000,0.0000000,-17.000,266.80,0.01,0.00,0.00,0.0,0.0,0.0,-27.7,-44.1,-134.4,-0.01672,0.00427,-0.97565,0.21857,27.22,981.6,29.59,463,2,43.0,111,1,1,1,1,0,1,1,0,30209,-71.0,10.3
16:48:50.440 -> 0.0000000,0.0000000,-17.000,266.93,-0.02,0.04,0.00,0.0,0.0,0.0,-27.7,-42.3,-135.3,-0.01703,0.00403,-0.97412,0.22541,27.18,981.6,29.64,464,2,43.0,111,1,1,1,1,0,1,1,0,62798,-72.0,10.0
16:48:59.451 -> 0.0000000,0.0000000,-17.000,266.76,-0.03,0.00,0.00,0.0,0.0,0.0,-28.1,-43.0,-135.3,-0.01660,0.00409,-0.97479,0.22236,27.18,981.6,29.71,465,2,43.0,111,1,1,1,1,0,1,1,0,31673,-72.0,9.8
16:49:09.466 -> 0.0000000,0.0000000,-17.000,266.77,0.01,0.04,0.00,0.0,-0.1,0.0,-27.3,-43.0,-135.6,-0.01672,0.00397,-0.97656,0.21448,27.15,981.6,29.71,466,2,43.0,111,1,1,1,1,0,1,1,0,59483,-71.0,10.8
16:49:20.481 -> 0.0000000,0.0000000,-17.000,266.86,0.00,0.04,0.00,0.0,-0.1,-0.1,-27.7,-43.0,-137.6,-0.01709,0.00433,-0.97534,0.22016,27.17,981.6,29.71,467,2,43.0,111,1,1,1,1,0,1,1,0,64926,-71.0,9.8
16:49:30.492 -> 0.0000000,0.0000000,-17.000,266.73,0.01,-0.01,-0.04,0.1,0.1,-0.1,-27.3,-44.1,-136.0,-0.01679,0.00421,-0.97528,0.22022,27.22,981.6,29.68,468,2,43.0,111,1,1,1,1,0,1,1,0,1740,-71.0,10.3
16:49:40.507 -> 0.0000000,0.0000000,-17.000,266.64,0.02,0.00,0.00,0.0,0.0,0.0,-28.1,-44.5,-136.4,-0.01648,0.00378,-0.97394,0.22633,27.25,981.6,29.59,469,2,43.0,111,1,1,1,1,0,1,1,0,64214,-71.0,9.5
16:49:53.518 -> 0.0000000,0.0000000,-17.000,266.72,0.01,0.00,0.00,0.0,0.0,0.0,-28.1,-44.1,-135.6,-0.01648,0.00378,-0.97394,0.22633,27.19,981.6,29.67,470,2,42.5,111,1,1,1,1,0,1,1,0,31103,-71.0,10.5
16:50:02.532 -> 0.0000000,0.0000000,-17.000,266.70,-0.03,0.00,0.01,-0.1,-0.1,0.0,-28.4,-43.0,-134.8,-0.01624,0.00391,-0.97217,0.23365,27.19,981.6,29.67,471,2,42.5,111,1,1,1,1,0,1,1,0,21702,-71.0,10.3
